"","V0","V1","V2"
"3443","burls",9530,5
"3444","burly",7733,5
"3445","burns",9327,5
"3446","burnt",8343,5
"3447","burro",9328,4
"3448","burrs",9840,4
"3449","burry",8043,4
"3450","burst",9367,5
"3451","busby",7107,4
"3452","buses",11495,4
"3453","bushy",7230,5
"3454","buski",8173,5
"3455","busts",9878,4
"3456","busty",8081,5
"3457","butch",6432,5
"3458","buteo",9999,5
"3459","butte",9527,4
"3460","butts",8894,4
"3461","butty",7097,4
"3462","butut",7479,3
"3463","butyl",7260,5
"3464","buxom",5994,5
"3465","buxus",6804,4
"3466","buyer",9187,5
"3467","byron",8433,5
"3468","byssi",9930,4
"3469","bytes",10129,5
"3470","ebbed",9968,3
"3471","eblis",11539,5
"3472","ebony",9577,5
"3473","ibero",11337,5
"3474","ibert",10865,5
"3475","ibsen",11336,5
"3476","obeli",11027,5
"3477","obese",13031,4
"3478","obeys",10601,5
"3479","objet",8725,5
"3480","oboli",9882,4
"3481","ubykh",5091,5
"3482","cebus",9884,5
"3483","cobol",8821,4
"3484","cubby",5496,4
"3485","cubeb",7926,4
"3486","cubes",9884,5
"3487","cubic",7090,4
"3488","cubit",7717,5
"3489","cyber",8991,5
"3490","debit",9759,5
"3491","debts",10309,5
"3492","debug",7878,5
"3493","debus",9878,5
"3494","debut",8894,5
"3495","doble",9960,5
"3496","eibit",10826,4
"3497","ekbom",8546,5
"3498","elbow",9227,5
"3499","embed",10213,4
"3500","ember",11319,4
"3501","embus",9782,5
"3502","fiber",9560,5
"3503","fibre",9560,5
"3504","gibbs",7769,4
"3505","gibes",10360,5
"3506","gibit",8193,4
"3507","gobio",8703,4
"3508","hebei",11158,4
"3509","hobbs",7972,4
"3510","hobby",6175,4
"3511","hubby",5272,4
"3512","hubel",8839,5
"3513","imbed",9030,5
"3514","imbue",9232,5
"3515","jebel",10033,4
"3516","keble",10583,4
"3517","kibit",8054,4
"3518","kobos",9114,4
"3519","kobuk",6072,4
"3520","kobus",8211,5
"3521","libby",7151,4
"3522","libel",10718,4
"3523","lobby",7189,4
"3524","lobed",9960,5
"3525","lobes",11577,5
"3526","mibit",8480,4
"3527","nobel",10553,5
"3528","noble",10553,5
"3529","nobly",8123,5
"3530","nubby",6083,4
"3531","orbit",9720,5
"3532","oxbow",6260,4
"3533","pibit",8443,4
"3534","pubes",9745,5
"3535","pubic",6951,5
"3536","pubis",8562,5
"3537","rebel",12211,4
"3538","rebus",10984,5
"3539","rebut",10000,5
"3540","ribes",11849,5
"3541","robed",10270,5
"3542","robes",11887,5
"3543","robin",9680,5
"3544","roble",11066,5
"3545","robot",9758,4
"3546","rubel",10163,5
"3547","rubin",8777,5
"3548","ruble",10163,5
"3549","rubor",9328,4
"3550","rubus",8936,4
"3551","sebum",9782,5
"3552","sibyl",9109,5
"3553","sober",11887,5
"3554","tebet",11575,3
"3555","tiber",10865,5
"3556","tibet",10392,4
"3557","tibit",9209,3
"3558","tibur",8817,5
"3559","tobey",9617,5
"3560","tobin",9207,5
"3561","tobit",9247,4
"3562","tubby",6123,4
"3563","tubed",8894,5
"3564","tuber",10000,5
"3565","tubes",10511,5
"3566","umbel",8961,5
"3567","umber",9271,5
"3568","unbox",6683,5
"3569","usbeg",9495,5
"3570","usbek",9356,5
"3571","uzbeg",6828,5
"3572","uzbek",6689,5
"3573","vibes",9929,5
"3574","webby",6805,4
"3575","weber",10682,4
"3576","yibit",8396,4
"3577","yobbo",7498,3
"3578","zibit",7526,4
"3579","ceibo",10237,5
"3580","chubs",7416,5
"3581","clubs",8430,5
"3582","combo",7929,4
"3583","derby",8985,5
"3584","dhobi",7763,5
"3585","dolby",7530,5
"3586","doubt",7749,5
"3587","fulbe",8385,5
"3588","glebe",10722,4
"3589","globe",9577,5
"3590","grebe",11032,4
"3591","grubs",8351,5
"3592","gumbo",6637,5
"3593","herbs",10564,5
"3594","herby",8767,5
"3595","jumbo",5948,5
"3596","jumby",4663,5
"3597","klebs",9950,5
"3598","knobs",8602,5
"3599","krebs",10260,5
"3600","krubi",7662,5
"3601","limbi",8643,4
"3602","limbo",8681,5
"3603","limbs",9193,5
"3604","lumbi",7778,5
"3605","mumbo",6924,4
"3606","nimbi",8440,4
"3607","nimby",7193,5
"3608","niobe",10824,5
"3609","numbs",8125,5
"3610","plebe",10972,4
"3611","probe",10137,5
"3612","rugby",6554,5
"3613","serbo",11887,5
"3614","snobs",10741,4
"3615","sorbs",11254,4
"3616","thebe",10724,4
"3617","tombs",9068,5
"3618","tribe",10865,5
"3619","turbo",8855,5
"3620","verbs",9968,5
"3621","zombi",6835,5
"3622","climb",7582,5
"3623","crumb",7027,5
"3624","demob",9068,5
"3625","deneb",10902,4
"3626","dweeb",9576,4
"3627","ninib",9129,3
"3628","plumb",6578,5
"3629","rhomb",7706,5
"3630","rhumb",6803,5
"3631","scrub",8740,5
"3632","shrub",8516,5
"3633","squib",7535,5
"3634","throb",8435,5
"3635","thumb",6330,5
"3636","uskub",7308,4
"3637","cecil",10275,4
"3638","cecum",8518,4
"3639","ceded",10656,3
"3640","cello",11103,4
"3641","cells",11615,4
"3642","celom",10211,5
"3643","cense",12866,4
"3644","cents",11249,5
"3645","cerci",10585,4
"3646","ceres",13379,4
"3647","ceric",10585,4
"3648","cetus",10858,5
"3649","check",7672,4
"3650","cheek",9916,4
"3651","cheep",10305,4
"3652","cheer",11544,4
"3653","chefs",9133,5
"3654","chert",9927,5
"3655","chess",11422,4
"3656","chest",10438,5
"3657","chevy",7194,5
"3658","chews",9072,5
"3659","chewy",7275,5
"3660","chick",6489,4
"3661","chico",8116,4
"3662","chide",9255,5
"3663","chief",8583,5
"3664","child",7801,5
"3665","chile",10051,5
"3666","chili",8868,4
"3667","chill",8597,4
"3668","chime",9159,5
"3669","chimp",6776,5
"3670","chine",9848,5
"3671","chink",7076,5
"3672","chino",8703,5
"3673","chios",9727,5
"3674","chips",8489,5
"3675","chirk",7589,5
"3676","chirp",7978,5
"3677","chirr",9217,4
"3678","chive",8441,5
"3679","chivy",6011,5
"3680","chloe",10089,5
"3681","chlor",8945,5
"3682","chock",6527,4
"3683","chocs",8666,4
"3684","choir",9216,5
"3685","choke",8771,5
"3686","choky",6341,5
"3687","chomp",6814,5
"3688","chops",8527,5
"3689","chord",8149,5
"3690","chore",10399,5
"3691","chose",10910,5
"3692","choux",6219,5
"3693","chris",9728,5
"3694","chuck",5624,4
"3695","chuff",4796,4
"3696","chump",5911,5
"3697","chunk",6211,5
"3698","churl",8042,5
"3699","churn",7839,5
"3700","churr",8352,4
"3701","chute",9023,5
"3702","chyle",8804,5
"3703","chyme",7912,5
"3704","cicer",10585,4
"3705","cider",10579,5
"3706","cimex",8351,5
"3707","cinch",7604,4
"3708","cinco",8927,4
"3709","cipro",9301,5
"3710","circe",10585,4
"3711","cirio",10501,4
"3712","cirri",10502,3
"3713","cisco",9951,4
"3714","cissy",10277,4
"3715","cited",10106,5
"3716","civet",9292,5
"3717","civic",7482,3
"3718","civil",8272,4
"3719","cleft",9163,5
"3720","clegg",8436,4
"3721","clepe",11319,4
"3722","clept",9702,5
"3723","clerk",9786,5
"3724","clews",10086,5
"3725","click",7503,4
"3726","cliff",6675,4
"3727","clime",10173,5
"3728","cline",10862,5
"3729","cling",8229,5
"3730","clink",8090,5
"3731","clips",9503,5
"3732","clive",9455,5
"3733","clock",7541,4
"3734","clogs",9291,5
"3735","clomp",7828,5
"3736","clone",10900,5
"3737","close",11924,5
"3738","cloth",8472,5
"3739","clots",10307,5
"3740","cloud",8259,5
"3741","clout",8892,5
"3742","clove",9493,5
"3743","clown",7917,5
"3744","cloze",9257,5
"3745","cluck",6638,4
"3746","clues",11021,5
"3747","clump",6925,5
"3748","clung",7364,5
"3749","clunk",7225,5
"3750","clxxv",4086,4
"3751","clxxx",3874,3
"3752","clyde",9022,5
"3753","cocci",8340,3
"3754","cocks",8362,4
"3755","cocky",6565,4
"3756","cocos",9989,3
"3757","cocus",9086,4
"3758","coded",9511,4
"3759","coder",10617,5
"3760","codes",11128,5
"3761","codex",8485,5
"3762","codon",8959,4
"3763","coeur",10819,5
"3764","cohoe",10398,4
"3765","coign",8538,5
"3766","coils",10741,5
"3767","coins",10538,5
"3768","colds",9674,5
"3769","colic",9130,4
"3770","colin",9717,5
"3771","colly",8673,4
"3772","colon",9755,4
"3773","color",10268,4
"3774","colts",10307,5
"3775","colum",8163,5
"3776","comer",10521,5
"3777","comes",11032,5
"3778","comet",10048,5
"3779","comfy",6313,5
"3780","comic",8238,4
"3781","comme",9319,4
"3782","comps",8649,5
"3783","comte",10048,5
"3784","conch",7642,4
"3785","condo",8959,4
"3786","cones",11721,5
"3787","coney",9924,5
"3788","conge",9721,5
"3789","congo",8576,4
"3790","conic",8927,4
"3791","conoy",8779,4
"3792","conte",10737,5
"3793","conto",9592,4
"3794","cooke",10094,4
"3795","cooks",9461,4
"3796","cooky",7664,4
"3797","cools",10779,4
"3798","cooly",8982,4
"3799","coops",9850,4
"3800","coopt",8866,4
"3801","coots",10616,4
"3802","copse",10995,5
"3803","cords",9984,5
"3804","corer",11723,4
"3805","cores",12234,5
"3806","corgi",9051,5
"3807","corks",9462,5
"3808","corky",7665,5
"3809","corms",9888,5
"3810","cornu",9162,5
"3811","corny",8780,5
"3812","corot",10105,4
"3813","corps",9851,5
"3814","corse",12234,5
"3815","cosec",11134,4
"3816","costs",11128,4
"3817","cotes",11761,5
"3818","couch",7251,4
"3819","coude",9713,5
"3820","cough",6862,5
"3821","could",8259,5
"3822","count",8689,5
"3823","coupe",9580,5
"3824","court",9202,5
"3825","couth",7878,5
"3826","coven",9290,5
"3827","cover",9803,5
"3828","covet",9330,5
"3829","covey",8517,5
"3830","cowed",8778,5
"3831","cower",9884,5
"3832","cowry",7454,5
"3833","coyly",7697,4
"3834","coyol",8982,4
"3835","coypu",7150,5
"3836","cozen",9054,5
"3837","crecy",9338,4
"3838","credo",10617,5
"3839","creed",11762,4
"3840","creek",11240,4
"3841","creel",12558,4
"3842","creep",11629,4
"3843","creme",11666,4
"3844","creon",11210,5
"3845","crepe",11629,4
"3846","crept",10012,5
"3847","cress",12746,4
"3848","crest",11762,5
"3849","crete",12395,4
"3850","crews",10396,5
"3851","crick",7813,4
"3852","cried",10579,5
"3853","crier",11685,4
"3854","cries",12196,5
"3855","crime",10483,5
"3856","crimp",8100,5
"3857","crisp",9813,5
"3858","crith",8744,5
"3859","crius",10148,5
"3860","crock",7851,4
"3861","croft",8328,5
"3862","crohn",8742,5
"3863","croix",8408,5
"3864","crone",11210,5
"3865","cronk",8438,5
"3866","crony",8780,5
"3867","crook",8950,4
"3868","croon",10065,4
"3869","crops",9851,5
"3870","crore",11723,4
"3871","cross",11601,4
"3872","croup",8436,5
"3873","crowd",7634,5
"3874","crown",8227,5
"3875","crows",9251,5
"3876","crude",9714,5
"3877","cruel",10510,5
"3878","cruet",10347,5
"3879","crump",7235,5
"3880","cruse",11331,5
"3881","crush",8863,5
"3882","crust",9714,5
"3883","crypt",7582,5
"3884","ctene",11882,4
"3885","cuddy",6178,4
"3886","cuffs",6631,4
"3887","culex",8378,5
"3888","culms",8675,5
"3889","culti",8854,5
"3890","cults",9404,5
"3891","cumin",7922,5
"3892","cupel",9271,5
"3893","cupid",7292,5
"3894","curds",9081,5
"3895","cured",9714,5
"3896","cures",11331,5
"3897","curet",10347,5
"3898","curie",10781,5
"3899","curio",9636,5
"3900","curls",9877,5
"3901","curly",8080,5
"3902","curry",8390,4
"3903","curse",11331,5
"3904","curst",9714,5
"3905","curve",8900,5
"3906","curvy",6470,5
"3907","cusco",9086,4
"3908","cushy",7577,5
"3909","cusps",9459,4
"3910","cutch",6779,4
"3911","cuter",10347,5
"3912","cutes",10858,5
"3913","cutin",8651,5
"3914","cutis",9675,5
"3915","cutty",7444,4
"3916","cuzco",6419,4
"3917","cxxxv",2264,3
"3918","cycle",9028,4
"3919","cyder",9332,5
"3920","cylix",6813,5
"3921","cymes",9747,5
"3922","cymru",7188,5
"3923","cymry",6806,4
"3924","cynic",7642,4
"3925","cypre",9199,5
"3926","cyril",8945,5
"3927","cyrus",8901,5
"3928","cysts",9843,4
"3929","cytol",8510,5
"3930","czech",7144,4
"3931","ichor",9216,5
"3932","icier",11646,4
"3933","icily",8906,4
"3934","icing",8500,4
"3935","icons",10538,5
"3936","ictic",8929,3
"3937","ictus",9675,5
"3938","mckim",6509,4
"3939","occur",8575,4
"3940","ocher",10399,5
"3941","ochre",10399,5
"3942","octet",10777,4
"3943","oculi",9326,5
"3944","scend",10616,5
"3945","scene",12866,4
"3946","scent",11249,5
"3947","schmo",8564,5
"3948","schul",8553,5
"3949","scion",10538,5
"3950","scire",12196,5
"3951","scoff",7534,4
"3952","scoke",10606,5
"3953","scold",9674,5
"3954","scone",11721,5
"3955","scoop",9850,4
"3956","scoot",10616,4
"3957","scope",10995,5
"3958","scops",10362,4
"3959","score",12234,5
"3960","scorn",10577,5
"3961","scots",11128,4
"3962","scott",10144,4
"3963","scour",10186,5
"3964","scout",9713,5
"3965","scowl",8941,5
"3966","scree",13379,4
"3967","screw",10396,5
"3968","scrim",9850,5
"3969","scrip",9813,5
"3970","scrod",9984,5
"3971","scrum",8985,5
"3972","scudi",9042,5
"3973","scudo",9080,5
"3974","scuff",6631,4
"3975","scull",9567,4
"3976","scums",9496,4
"3977","scups",9459,4
"3978","scurf",8409,5
"3979","scute",10858,5
"3980","xciii",8331,3
"3981","xcvii",6450,4
"3982","decks",9501,5
"3983","decor",10617,5
"3984","decoy",9331,5
"3985","decry",9332,5
"3986","diced",9473,4
"3987","dicer",10579,5
"3988","dicey",9293,5
"3989","dicky",6521,5
"3990","dicot",8961,5
"3991","docks",8356,5
"3992","duchy",5960,5
"3993","ducks",7453,5
"3994","ducky",5656,5
"3995","ducts",8608,5
"3996","emcee",12810,3
"3997","excel",10426,4
"3998","feces",11601,4
"3999","fichu",6535,5
"4000","ficus",8370,5
"4001","focus",8408,5
"4002","fuchs",7085,5
"4003","fucus",7505,4
"4004","gecko",8606,5
"4005","hecht",8603,4
"4006","hocus",8862,5
"4007","incur",9124,5
"4008","incus",9635,5
"4009","itchy",7458,5
"4010","kicks",7796,4
"4011","lichi",8868,4
"4012","licit",9719,4
"4013","locke",9785,5
"4014","locks",9152,5
"4015","locum",8163,5
"4016","locus",9876,5
"4017","lucid",8221,5
"4018","lucky",6452,5
"4019","lucre",10510,5
"4020","lycee",11272,4
"4021","micro",9338,5
"4022","mocks",8260,5
"4023","mucic",7335,4
"4024","mucin",7922,5
"4025","mucky",5560,5
"4026","mucor",8473,5
"4027","mucro",8473,5
"4028","mucus",8081,4
"4029","necks",10094,5
"4030","niche",9848,5
"4031","nicol",9717,5
"4032","orcus",10186,5
"4033","orczy",7137,5
"4034","pecks",9368,5
"4035","pecos",10995,5
"4036","pichi",7939,4
"4037","picks",8185,5
"4038","picky",6388,5
"4039","picot",8828,5
"4040","picul",8088,5
"4041","picus",8909,5
"4042","recce",11768,3
"4043","recco",10623,4
"4044","reccy",9338,4
"4045","recti",11212,5
"4046","recto",11250,5
"4047","recur",10820,4
"4048","ricer",11685,4
"4049","ricin",9989,4
"4050","ricks",9424,5
"4051","rocco",9478,3
"4052","rocks",9462,5
"4053","rocky",7665,5
"4054","sects",12273,4
"4055","socio",11050,4
"4056","socks",9973,4
"4057","socle",11924,5
"4058","sucks",9070,4
"4059","sucre",11331,5
"4060","techy",8641,5
"4061","ticks",8951,5
"4062","tucks",8086,5
"4063","tyche",8641,5
"4064","tycho",7496,5
"4065","ulcer",10510,5
"4066","uncle",9997,5
"4067","uncus",8770,4
"4068","uncut",7786,4
"4069","vices",10276,5
"4070","vichy",6011,5
"4071","voces",10314,5
"4072","wicks",7585,5
"4073","yucky",5476,4
"4074","zocor",8422,4
"4075","deice",11723,4
"4076","deuce",10858,4
"4077","disci",9907,4
"4078","disco",9945,5
"4079","discs",10457,4
"4080","ditch",7638,5
"4081","dolce",10307,5
"4082","dreck",8990,5
"4083","dunce",9201,5
"4084","dutch",6773,5
"4085","edict",10106,5
"4086","educe",10858,4
"4087","eject",10217,4
"4088","elect",12085,4
"4089","epics",10957,5
"4090","epoch",9160,5
"4091","erect",12395,4
"4092","erich",10361,5
"4093","eruct",10347,5
"4094","evict",9292,5
"4095","fence",10577,4
"4096","fetch",8149,5
"4097","filch",7129,5
"4098","finch",6926,5
"4099","fitch",6966,5
"4100","fleck",8008,5
"4101","flick",6825,5
"4102","flock",6863,5
"4103","force",9945,5
"4104","frick",7135,5
"4105","frock",7173,5
"4106","gluck",6249,5
"4107","greco",10234,5
"4108","gulch",6553,5
"4109","hence",11031,4
"4110","hitch",7420,4
"4111","hooch",7930,3
"4112","hunch",6515,4
"4113","hutch",6555,4
"4114","ilich",8868,4
"4115","joyce",8259,5
"4116","juice",8603,5
"4117","juicy",6173,5
"4118","junco",6984,5
"4119","ketch",8299,5
"4120","klick",6975,4
"4121","knock",6810,4
"4122","kutch",6251,5
"4123","leech",11234,4
"4124","letch",9617,5
"4125","lunch",7529,5
"4126","lurch",8042,5
"4127","lynch",7147,5
"4128","merce",11666,4
"4129","mercy",9236,5
"4130","milch",7705,5
"4131","mince",9970,5
"4132","misch",8526,5
"4133","mooch",8052,4
"4134","mulch",6840,5
"4135","mulct",7691,5
"4136","munch",6637,5
"4137","musci",8946,5
"4138","niece",12316,4
"4139","nonce",10697,4
"4140","notch",8269,5
"4141","ounce",10306,5
"4142","pence",11116,4
"4143","perch",9161,5
"4144","percy",9199,5
"4145","piece",11590,4
"4146","pince",9933,5
"4147","pinch",7465,5
"4148","pitch",7505,5
"4149","ploce",10174,5
"4150","pluck",6499,5
"4151","ponce",9971,5
"4152","pooch",8015,4
"4153","porch",8016,5
"4154","pouch",7112,5
"4155","price",10446,5
"4156","prick",7674,5
"4157","pricy",8016,5
"4158","psych",7242,5
"4159","punch",6600,5
"4160","quick",5743,5
"4161","reich",10361,5
"4162","retch",9927,5
"4163","runch",7839,5
"4164","shock",8138,5
"4165","shuck",7235,5
"4166","since",11683,5
"4167","slice",11886,5
"4168","slick",9114,5
"4169","smock",8260,5
"4170","snick",8911,5
"4171","snuck",8046,5
"4172","speck",9368,5
"4173","specs",11507,4
"4174","spice",10957,5
"4175","spick",8185,5
"4176","spicy",8527,5
"4177","spock",8223,5
"4178","stich",9255,5
"4179","stick",8951,5
"4180","stock",8989,5
"4181","stuck",8086,5
"4182","sulci",9838,5
"4183","telco",10940,5
"4184","tench",9414,5
"4185","terce",12395,4
"4186","thick",7116,5
"4187","tinct",9082,4
"4188","torch",8782,5
"4189","touch",7878,5
"4190","trice",11212,5
"4191","trick",8440,5
"4192","truce",10347,5
"4193","truck",7575,5
"4194","twice",9373,5
"4195","vetch",8007,5
"4196","voice",9764,5
"4197","vouch",6431,5
"4198","welch",8251,5
"4199","wench",8048,5
"4200","which",6054,4
"4201","wince",9333,5
"4202","winch",6865,5
"4203","witch",6905,5
"4204","wreck",8257,5
"4205","wrick",7074,5
"4206","zilch",6751,5
"4207","doric",9434,5
"4208","eolic",11374,5
"4209","ethic",9888,5
"4210","fhlmc",5966,5
"4211","fletc",9163,5
"4212","folic",8452,5
"4213","genic",9683,5
"4214","hemic",9159,5
"4215","humic",7111,5
"4216","indic",8883,4
"4217","iodic",9395,4
"4218","ionic",9988,4
"4219","logic",8741,5
"4220","lotic",9757,5
"4221","ludic",8221,5
"4222","lyric",8945,5
"4223","medic",9377,5
"4224","medoc",9415,5
"4225","mesic",10994,5
"4226","metic",10010,5
"4227","mimic",8098,3
"4228","monic",8825,5
"4229","music",8946,5
"4230","ohmic",8014,5
"4231","oleic",11374,5
"4232","olmec",10211,5
"4233","optic",8828,5
"4234","punic",7885,5
"4235","relic",11375,5
"4236","runic",9124,5
"4237","sonic",10538,5
"4238","stoic",10578,5
"4239","tepic",9973,5
"4240","tonic",9554,5
"4241","topic",8828,5
"4242","toxic",7935,5
"4243","tunic",8651,5
"4244","typic",7543,5
"4245","ugric",8148,5
"4246","vedic",8659,5
"4247","xeric",9553,5
"4248","yogic",7765,5
"4249","deeds",12267,3
"4250","deems",12171,4
"4251","deeps",12134,4
"4252","deere",14006,3
"4253","defer",11084,4
"4254","defoe",11083,4
"4255","defog",8450,5
"4256","deify",8615,5
"4257","deign",9677,5
"4258","deism",10988,5
"4259","deist",11717,5
"4260","deity",9920,5
"4261","dekko",8461,4
"4262","delft",9157,5
"4263","delhi",10045,5
"4264","delve",10632,4
"4265","demit",10004,5
"4266","demon",10002,5
"4267","demur",9612,5
"4268","denim",9964,5
"4269","denis",11677,5
"4270","dense",12860,4
"4271","depot",10005,5
"4272","depth",8682,5
"4273","desex",11241,4
"4274","desks",11112,4
"4275","deter",12389,4
"4276","detox",9112,5
"4277","devil",9449,5
"4278","devon",9284,5
"4279","dewey",9737,4
"4280","dhole",10083,5
"4281","dhoti",8737,5
"4282","diego",10189,5
"4283","diets",11717,5
"4284","digit",8534,4
"4285","dijon",7843,5
"4286","dikes",10562,5
"4287","dildo",9118,4
"4288","dilly",8629,4
"4289","dimer",10477,5
"4290","dimly",7737,5
"4291","dined",10060,4
"4292","diner",11166,5
"4293","dinge",9677,5
"4294","dingo",8532,5
"4295","dingy",7247,5
"4296","dinky",7108,5
"4297","diode",10572,4
"4298","dioon",10020,4
"4299","dippy",6771,4
"4300","dipus",8903,5
"4301","dirge",10190,5
"4302","dirty",8776,5
"4303","dishy",8436,5
"4304","disks",9929,4
"4305","ditto",9588,4
"4306","ditty",8303,4
"4307","dived",8653,4
"4308","diver",9759,5
"4309","dives",10270,5
"4310","divot",8141,5
"4311","divvy",5409,4
"4312","dixie",9508,4
"4313","dizen",9010,5
"4314","dizzy",4937,4
"4315","djinn",7331,4
"4316","dodge",9122,4
"4317","dodgy",6692,4
"4318","dodos",9977,3
"4319","doesn",11715,5
"4320","doggo",7594,3
"4321","doggy",6309,4
"4322","dogie",10189,5
"4323","doily",8938,5
"4324","doing",8532,5
"4325","doled",10301,4
"4326","dolls",10464,4
"4327","dolly",8667,4
"4328","dolor",10262,4
"4329","domed",9409,4
"4330","domes",11026,5
"4331","donee",12348,4
"4332","donne",10691,4
"4333","donor",10059,4
"4334","donut",8683,5
"4335","dooms",9881,4
"4336","doors",11083,4
"4337","doped",9372,4
"4338","dopey",9192,5
"4339","doris",11045,5
"4340","dormy",8085,5
"4341","dosed",11122,4
"4342","doses",12739,4
"4343","dotes",11755,5
"4344","dotty",8341,4
"4345","dough",6856,5
"4346","douse",11324,5
"4347","dover",9797,5
"4348","doves",10308,5
"4349","dowdy",6342,4
"4350","dowel",9568,5
"4351","dower",9878,5
"4352","dowie",9839,5
"4353","downs",8732,5
"4354","downy",6935,5
"4355","dowry",7448,5
"4356","dowse",10389,5
"4357","doyen",9918,5
"4358","doyly",7691,4
"4359","dozed",8455,4
"4360","dozen",9048,5
"4361","dozer",9561,5
"4362","dphil",7662,5
"4363","dregs",10740,5
"4364","dress",12740,4
"4365","dried",10573,4
"4366","drier",11679,4
"4367","dries",12190,5
"4368","drift",8284,5
"4369","drill",9915,4
"4370","drily",8939,5
"4371","drink",8394,5
"4372","drips",9807,5
"4373","drive",9759,5
"4374","droll",9953,4
"4375","drome",10515,5
"4376","drone",11204,5
"4377","drool",10262,4
"4378","droop",9333,4
"4379","drops",9845,5
"4380","dross",11595,4
"4381","drove",9797,5
"4382","drown",8221,5
"4383","drugs",8692,5
"4384","druid",8525,4
"4385","drums",8979,5
"4386","drunk",7529,5
"4387","drupe",9575,5
"4388","druse",11325,5
"4389","druze",8658,5
"4390","dryer",10432,4
"4391","dryly",7692,4
"4392","duels",11015,5
"4393","dukes",9697,5
"4394","dulls",9561,4
"4395","dully",7764,4
"4396","dulse",11015,5
"4397","dummy",5980,4
"4398","dumps",7740,5
"4399","dumpy",5943,5
"4400","dunes",10812,5
"4401","duomo",8466,4
"4402","duped",8469,4
"4403","duple",9265,5
"4404","durer",10814,4
"4405","durio",9630,5
"4406","durum",7564,4
"4407","dusky",7267,5
"4408","dusty",8422,5
"4409","duvet",8421,5
"4410","dwell",9259,4
"4411","dwelt",9096,5
"4412","dyers",10943,5
"4413","dying",7247,5
"4414","dynes",10430,5
"4415","eddie",11717,3
"4416","edged",10267,3
"4417","edger",11373,4
"4418","edges",11884,4
"4419","edify",8615,5
"4420","edith",9882,5
"4421","edits",11717,5
"4422","edsel",13063,4
"4423","edwin",9327,5
"4424","idiom",9293,4
"4425","idiot",10022,4
"4426","idler",11369,5
"4427","idles",11880,5
"4428","idols",10735,5
"4429","idyll",8629,4
"4430","oddly",7871,4
"4431","odets",11755,5
"4432","odeum",9611,5
"4433","odist",10572,5
"4434","odium",8428,5
"4435","odors",11083,4
"4436","odour",9668,4
"4437","pdflp",6008,4
"4438","udder",9708,4
"4439","eider",12823,4
"4440","eidos",12189,5
"4441","elder",12552,4
"4442","ended",11243,3
"4443","endow",9365,5
"4444","endue",11445,4
"4445","fidel",9591,5
"4446","fuddy",5500,4
"4447","fudge",7547,5
"4448","giddy",6654,4
"4449","godel",9918,5
"4450","godly",7488,5
"4451","heder",11538,4
"4452","hedge",10049,4
"4453","hides",10866,5
"4454","hoder",10393,5
"4455","hodur",8345,5
"4456","hudud",6336,3
"4457","index",9034,5
"4458","indie",11127,4
"4459","indri",9983,4
"4460","indue",10262,5
"4461","indus",9629,5
"4462","iodin",9982,4
"4463","judeo",8635,5
"4464","judge",7147,5
"4465","kiddy",6515,4
"4466","kudos",8552,5
"4467","kudus",7649,4
"4468","kudzu",4982,4
"4469","ledge",11063,4
"4470","ledum",9302,5
"4471","lodge",9918,5
"4472","middy",6941,4
"4473","midge",8988,5
"4474","midst",9371,5
"4475","model",10205,5
"4476","modem",9313,4
"4477","modes",11026,5
"4478","modus",8978,5
"4479","muddy",6076,4
"4480","niddm",7714,4
"4481","nidus",9629,5
"4482","nodes",11715,5
"4483","nodus",9667,5
"4484","nudes",10812,5
"4485","nudge",8812,5
"4486","ogden",9715,5
"4487","olden",10894,5
"4488","older",11407,5
"4489","oldie",11368,5
"4490","order",11717,4
"4491","pedes",12134,4
"4492","pedro",10478,5
"4493","podgy",6559,5
"4494","pudge",8086,5
"4495","pudgy",5656,5
"4496","redid",10573,4
"4497","redly",10122,5
"4498","redox",9585,5
"4499","redux",8682,5
"4500","rider",11679,4
"4501","rides",12190,5
"4502","ridge",10190,5
"4503","rodeo",11716,4
"4504","rodin",10021,5
"4505","rudds",9075,4
"4506","ruddy",7278,4
"4507","seder",13373,4
"4508","sedge",11884,4
"4509","sedgy",9454,5
"4510","sedum",10123,5
"4511","sides",12701,4
"4512","sidle",11880,5
"4513","sidon",10532,5
"4514","soddy",8692,4
"4515","sodom",9881,4
"4516","sudor",10180,5
"4517","sudsy",9406,4
"4518","teddy",8853,4
"4519","tides",11717,5
"4520","toddy",7708,4
"4521","todus",9707,5
"4522","tudor",9196,5
"4523","under",10301,5
"4524","undid",8012,4
"4525","undue",9397,4
"4526","video",9758,5
"4527","wedel",10713,4
"4528","wedge",9534,4
"4529","widen",9327,5
"4530","wider",9840,5
"4531","widow",6856,4
"4532","width",6899,5
"4533","woden",9365,5
"4534","yeddo",9325,4
"4535","yodel",10121,5
"4536","elide",12513,4
"4537","elude",11648,4
"4538","erode",12861,4
"4539","etude",11485,4
"4540","exode",10729,4
"4541","exude",9826,4
"4542","feeds",11595,4
"4543","finds",8755,5
"4544","folds",8996,5
"4545","fondu",7378,5
"4546","foods",9305,4
"4547","fordo",8794,4
"4548","fundi",7340,5
"4549","funds",7890,5
"4550","geode",11372,4
"4551","glide",9880,5
"4552","gondi",8532,5
"4553","goods",9594,4
"4554","goody",7797,4
"4555","goudy",6894,5
"4556","grids",9557,5
"4557","guide",9286,5
